scene_id,dialogue,relation_high_probable_gold,relation_impossible_gold,high_probable_agreement,intimacy_gold,intimacy_agreement,formality_gold,formality_agreement,hierarchy_gold,hierarchy_agreement,age-a_gold,age-b_gold,age_diff_gold,gender-a_gold,gender-b_gold,gender_diff_gold
scene2201,"[A]: Should we dance, do you think?
[B]: Oh, no, no. Happy to observe the phenomenon--but I can't possibly imagine participating.
[A]: I absolutely agree. I mean, who would want to dance?
[B]: No, I'm quite serious. I don't dance. (SOFTLY) Do you see how the men's cuffs and shirt-fronts, how they glow more than the dresses?
[A]: (smiles, expectant) Yes...
[B]: Do you know why?
[A]: Why?
[B]:  ""TIDE.""
[A]: The washing powder?
[B]: The fluorescence in the washing powder is caught by the UV light.
[A]: Why do you know that?
[B]: (GRINS) When stars are born and when they die, they emit UV radiation. So if we could see the night sky in ultraviolet light, almost all the stars would disappear--and all we'd see would be these spectacular births and deaths. And I reckon-- it would look a little -
[A]: - like that.","['Friends', 'Romantic Interest', 'Romantic Interest', 'Acquaintances']",[],{'partial_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,disagreement,A=B,partial_agreement,"['(20–35) Young adult', '(13–19) Teenager']","['(20–35) Young adult', '(13–19) Teenager']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2202,"[A]: Lord, that was close...Aw, look at my stockings! And they're silk too.
[B]: I wonder if August got out... ...I don't know how we're going to get home. I've never been in New York, have you?
[A]: I want to see the Empire State Building.
[B]: What...what about August?
[A]: I don't know where he is, do you? And he doesn't know where we are. It's not our fault. Like you said, who knows how long it'll take us to get back. Just a few hours, [B]. For just a few hours, we don't belong anywhere...we don't belong to anyone...Please.
[B]: I was doomed.","['Friends', 'Siblings', 'Romantic Interest/Friends', 'siblings', 'Acquaintances', 'Friends', 'Neighbors']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Supervisor-Subordinate', 'Grandparent-Grandchildren', 'Aunt/Uncle-Niece/Nephew', 'Parent-Children', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Ex-relationship', 'Strangers']",{'complete_agreement': 1.0},Cannot be determined,disagreement,Cannot be determined,disagreement,A=B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(13–19) Teenager', '(20–35) Young adult']",A=B,['Female'],['Cannot be determined'],Cannot be determined
scene2203,"[A]: (proud of themself) I knew you'd be here.
[B]: You did?
[A]: I've come a long way to see you, [B].
[B]: You mean we're not bumping into each other...? You came here to see me?
[A]: Yes, I did. ( [B] seems to shiver) I'm aware it was a bold move, one of those impulses that grabs you, but...so far, we're okay; right?
[B]: Well, uh, I mean, I'm just...
[A]: I'll take that as a 'Yes'.
[B]: You want a glass of wine or something?
[A]: I was just gonna give you a kiss hello.
[B]: Oh, Okay.
[A]: I remember you said if we still know each other we should go to Paris for our birthdays, well, we still know each other.."".
[B]: That's true, but, [A], I haven't heard from you in six months.
[A]: I know but I've certainly been thinking about you. There's a lot I have to say. First thing is... I'm not mad at you anymore.
[B]: Good, 'cause I'm not mad at you anymore either.
[A]: That's a relief...since I did come all the way to France and everything. And... Happy Birthday.
[B]: (afraid of everything [A] could possibly say) Thank you.
[A]: And congratulations on your amazing success...
[B]: It's been quite a ride. Funny, I thought maybe I'd hear from you when it opened. Where've you been?
[A]: After I saw you in the theater that afternoon, I had another ""episode""...
[B]: Oh, I'm sorry.
[A]: I was actually okay, but I was sure I was dying and the doctor in the ER said I needed to decompress. So I did. I walked out of there and changed my life, sold most of my businesses, packed my bags and moved to an island in the Caribbean.
[B]: That's where you've been all this time? In the Caribbean?
[A]: Actually...No.","['Ex-Relationship', 'Ex-relationship', 'Family', 'Arch-enemies', 'Friends/Romantic Interest']","['Competitive relationship', 'Rivalry', 'Coworkers', 'Supervisor-Subordinate', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Friends with benefits', 'Strangers', 'Neighbors']",{'complete_agreement': 1.0},Intimate,disagreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2204,"[A]: Why'd they have to park so far out, anyway?!
[C]: One point five million Euros, [B]!
[B]: I said I was sorry! You think I would have worn it if I knew how much it cost?
[A]: What am I going to tell my kids?! How am I'm going to explain to Glenn that we're in a French jail?
[C]: For the auction, [B]!
[B]: None of us knew that, [C]--
[A]: Trespassing. Burglary. Oh, god. Grand larceny, by trick and DECEPTION--
[C]: For the children--!
[B]: In Africa. I know!
[A]: I'm standing in a stolen boat!
[B]: Well, sit down then!","['Friends', 'Coworkers']",[],{'partial_agreement': 1.0},Cannot be determined,disagreement,Pleasure-oriented,disagreement,A=B,partial_agreement,"['(36–59) Middle-aged adult', '(20–35) Young adult']","['(36–59) Middle-aged adult', '(20–35) Young adult']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2205,"[C]: [A], you guys okay out there?
[A]: We're fine. Why? What's going on?
[C]: What do you mean, it's like a hurricane. The news said the winds are like a zillion miles an hour.
[A]: Oh, that. Oh, no, we're fine...
[C]: Are you having sex? Tell the truth. You are, aren't you.
[A]: Absolutely not. No. That is not going on now.
[C]: Oh my God, you already did it. Was it amazing?
[A]: I have to go.
[C]: Just tell me, was it amazing?
[A]: Yes and thank you for the wonderful opportunity. (to [B]) Am I interested in buying aluminum siding. . .
[B]: Really? [C]'s selling aluminum siding? --But why Paris?
[A]: I just always wanted to write a play that ended there. People need romance like that. And if someone like me doesn't write it, where they gonna get it? Real life?
[B]: (slightly insulted) Excuse me. What do you call this? Eating eggs by candlelight in our robes after... So where do you like to eat in Paris?
[A]: Oh, I love this place called Le Balzar, it's just a little bistro on the Left Bank, best roast chicken in the universe.
[B]: You'd be fun to go to Paris with.
[A]: It's a great city to stay up all night in. (then) When's your birthday?
[B]: February.
[A]: Mine's in January. So, how 'bout if we still know each other by then we go to Paris for our birthdays.
[B]: (a beat, then) Maybe. . .
[A]: Oh. Sorry. You just... (sees the look on his face) . I have no idea how to do this...be intimate but not...The color is draining from your face. Okay, look, I'm gonna pee, take one of your blood pressure pills then when I get back, let's not talk anymore.
[B]: You're the funniest girl I ever had sex with.
[A]: That's somethin'...
[B]: Honey... ? I think I'm gonna go back to my room...let you sleep.
[A]: Let me sleep? Oh, right...you usually send the girls home...but I am home... so...okay.
[B]: I'm an old dog, you' know.
[A]: Hey, it's perfectly... whatever. Good night. This was... This was a great night. For me...
[B]: Me too. At one point I even thought soul mates, you know...","['Romantic Interest', 'Dating', 'Affair']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Friends with benefits', 'Engaged', 'Married']",{'partial_agreement': 1.0},Intimate,disagreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,"['(36–59) Middle-aged adult', '(20–35) Young adult']",['(36–59) Middle-aged adult'],A=B,['Female'],['Male'],Different
scene2206,"[A]: (WONDERING) What is this? What is this? I think it's either a man with one sideburn. Or a candelabra. Or a Happy Days lunch box.
[B]: (can't make it out clearly EITHER) It's... is it two badminton racquets? What's it supposed to be?
[A]: It's the Quintessence of Life. So I don't think it's two badminton racquets. Sean O'Connell took this just before he took another one we lost.
[B]: (like that's significant) You lost a Sean O'Connell?
[A]: (looking out of FOCUS PRINT) I'm trying to figure out what this picture is. I think he focused, set his lens then took the missing picture. It's just a better picture of this. What is this?
[B]: Maybe Sean has it.
[A]: The negative? Yeah, I tried to reach him. He's always in Bahrain. Or a shanty town or somewhere - I got one email off. No cell phone. He's out on a freelance. I'd really like to find him. These are pictures from the last roll he sent in. I'm trying to draw a bead on his location by analyzing these.
[B]: Have you figured anything out?
[A]: Not yet. Because my trail is... water. A Starbucks, which I don't know which one. And a man (or woman's) thumb. This is a picture of a thumb. I've been trying to figure out the gender (of the thumb), as I sat here. How many people in the world?
[B]: Six billion.
[A]: Everyone's got two, too.
[B]: Two, too, what?
[A]: Thumbs.
[B]: Yeah. But I think there are more Starbucks, so I don't know if that's what you'd call a hot trail--
[A]: Look what Sean gave me. Because we covered, you know, so many hotspots together the last 9 years... (a little more quietly) ...boldly
[B]: (having some fun with [A]) You guys covered the hotspots together boldly?
[A]: As a team. Yeah. By Sean actually going to the hotspots, and by me staying here waiting for the pictures of hotspots to come back so I can boldly transfer them to magazine format.
[B]: ...What did you do this weekend?
[A]: We're moving my mom here. I went and packed her house up. What about you?
[B]: My son and I went on a bike ride in Lake Valhalla. Jersey. We brought lunch. Had lunch in an actual field, of grass. We went swimming. My friend Marny lives on the lake. ...This is going to be the last issue. Life's going to be strictly online after this merger. No new photographs. We're just going to be an internet photo storehouse. That's what I'm hearing. They're going to let most of us go.","['Friends', 'Professional colleagues', 'Coworkers/Friends', 'Coworkers', 'Acquaintances', 'Old Coworkers']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Aunt/Uncle-Niece/Nephew', 'Cousins', 'Grandparent-Grandchildren', 'Parent-Children', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship']",{'complete_agreement': 1.0},Cannot be determined,disagreement,Cannot be determined,disagreement,A=B,complete_agreement,"['(36–59) Middle-aged adult', '(20–35) Young adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2208,"[A]: [B]?
[B]: [A].
[A]: Larry Crowne is taking six units from me, devouring the material like a starving man.
[B]: Larry's enrolled?
[A]: He's continuing his education and tells me it is because of you. That your class changed his life.
[B]: Larry said that about me?
[C]: Oh yeah! I put that guy in your class. So technically, I changed his life.
[B]: He is a good student
[A]: And handy on a scooter. (THEN) Is there any chance you would consider having drinks with an older faculty peer who holds a PhD in Economics?
[B]: Well, no. No offense [A].
[A]: The rumor is you are newly single and I was just taking a shot.
[B]: News travels fast.
[C]: If you're going out, I'm not doing anything.
[A]: Have you ever been to Hooters?
[C]: For the spicy wings, yes!","['Coworkers/Romantic Interest', 'Coworkers', 'Professional colleagues', 'Professional colleagues', 'Acquaintances/Romantic Interest', 'Romantic Interest']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Ex-relationship', 'Affair', 'Friends with benefits', 'Engaged', 'Married', 'Dating', 'Strangers']",{'complete_agreement': 1.0},Neutral,partial_agreement,Neutral,partial_agreement,A=B,complete_agreement,"['(36–59) Middle-aged adult', '(60+) Seniorr']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A>B,['Cannot be determined'],['Female'],Cannot be determined
scene2209,"[A]: (CLICKING OVER) Hey, [B].
[B]: Hi, [A].
[A]: What's up?
[B]: Oh I'm just making some yogurt. With some banana.
[A]: Okay. Cool.
[B]: It snowed today. Didn't expect that. Not much. Just a light little cover. Very pretty. Less than an inch even.
[A]: That's awesome.
[B]: My piano got towed, [A].
[A]: ...Your piano got towed?
[B]: Yes. Odessa said it wasn't there. Where you said it was going to be. She said possibly that it got towed. That that's not her space anymore.
[A]: I lent her money for that space.
[B]: Where are you, honey?
[A]: In Iceland.
[B]: That's nice.","['Mother-Child', 'Parent-Children', 'Grandparent-Grandchildren']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Aunt/Uncle-Niece/Nephew', 'Cousins', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Acquaintances', 'Neighbors', 'Strangers']",{'partial_agreement': 1.0},Intimate,disagreement,Pleasure-oriented,partial_agreement,A<B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(36–59) Middle-aged adult', '(60+) Seniorr']",A<B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2210,"[A]: I'm sorry ma'am. I'll get her.
[C]: You better before she gets at my -- AAHHH, MY TOMATOES! YOU MONSTER!!
[A]: Rosie, no! Stop! Bad elephant, that's not nice. This kind lady hasn't invited you.
[C]: ARE YOU CRAZY TALKING TO AN ELEPHANT!? SHOOT IT! BEFORE IT EATS MY HOUSE! I'M CALLING THE POLICE!
[A]: What's in the bucket?
[B]: Gin and ginger ale. Elephants love booze. One whiff of this and she's not thinking about cabbages no more. (Bats her trunk away) ... moj malutki paczuszek?
[A]: [B], right? Are you Polish?
[B]: Grabowski.
[A]: Jankowski.
[B]: Last show I worked, one bull faked a belly ache just to get the whiskey...Better grab the hook.
[A]: Are you a bull man? August would hire you in a minute.
[B]: Don't want the job. Not for him. Besides, I'm not bull man. I just like big beasts. Is she following?","['Acquaintances', 'Strangers']",[],{'partial_agreement': 1.0},Unintimate,disagreement,Neutral,partial_agreement,Cannot be determined,partial_agreement,[],[],Cannot be determined,[],['Male'],Cannot be determined
scene2211,"[A]: Oh my God, I do like sex.
[B]: You certainly do.
[A]: Wow. So this is what you're supposed to do on a rainy afternoon... I really thought I was sorta closed for business. Just never expected this.
[B]: (nods) Nothin's ever surprised me more... This is crazy. I can't remember the last time I cried. I think I'm overwhelmed.
[A]: (crying with [B]) Me too. That's the perfect word.
[B]: Baby, I had sex three days after a heart attack and I didn't die! That's gotta be some kind of record.
[A]: (wiping tears) Let's not brag about this to our doctor, okay?
[B]: Honey I may not be many things but one thing I am is a gentleman. [A], [A], [A]. ([A] turns to him) You know I'm not good at being monogamous, right?
[A]: Monogamous? Please, I hardly know you.
[B]: -- So there I was at nineteen, in New York, by myself, and I'd never seen snow before and I didn't have enough money for the bus, so I had to walk. Had no idea how far it was and I'm talking blizzard and I'm in sneakers.
[A]: Awwwww,. . . Hello? I mean...Hello. (turns phone upside down) Hello.","['Affair', 'Random Hookup', 'Affair/Acquaintances', 'Dating', 'Friends with Benefits', 'Romantic Interest']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Ex-relationship', 'Neighbors', 'Strangers']",{'partial_agreement': 1.0},Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",Cannot be determined,['Female'],['Male'],Different
scene2212,"[B]: My Daddy told me he used to work for the Mishida Motorwerks but he quit. My daddy said that was a completely crazy thing to do. He says the whole family is crazy.
[A]: [C]'s not crazy.
[B]: No, he's just dumb. Probably the dumbest kid in class. Ms. Waterstraat had me alphabetize the IRB tests and you wouldn't believe what that retard did--
[A]: [C]! Are you alright?
[C]: .who are you?
[A]: I'm [A]. I'm in your class.
[C]: .oh .yeah. [A], would you like to see my car collection?
[A]: I'd love to.","['Friends', 'Friends/Students', 'Classmates']",[],{'partial_agreement': 1.0},Neutral,partial_agreement,Cannot be determined,disagreement,A=B,complete_agreement,['(13–19) Teenager'],['(13–19) Teenager'],A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2214,"[A]: How long did you think you could keep this from me?
[B]: [A], please, there's nothing-
[A]: GO ON! INTERRUPT ME ONE MORE TIME!
[C]: We should go!
[A]: WE!...So you two are a couple?
[C]: NO! I just don't think you're safe to be around a woman right now.
[A]: A woman? This is not a woman. This is my wife you Ivy League lying piece of shit! Say, I bet the authorities would like to know you practise without a license.
[B]: [A], please... Don't you see how much I love you?
[A]: I see you. I see you too clearly. Always have. I have to admit that was a nice touch when you got back from the speakeasy. Being with me in our bed, after being with him. Covering your tracks. I should have known a whore only performs for a man like that when she wants something.
[C]: [B], come with me...
[A]: YOU DON'T EVEN DENY IT! LOUSY TRAMP!!
[B]: STOP IT!..[A] STOP IT..PLEASE! [A]? Are you all right now?...","['Married', 'Ex-Relationship']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Dating', 'Romantic Interest', 'Engaged', 'Affair', 'Friends with benefits', 'Acquaintances', 'Neighbors', 'Strangers']",{'complete_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,partial_agreement,Cannot be determined,disagreement,"['(36–59) Middle-aged adult', '(20–35) Young adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",Cannot be determined,['Male'],['Female'],Different
scene2215,"[A]: [B]--[B]? [B]? [B]! STOP! Sit down. Sit. Now--I'd like to make a suggestion-- it might sound unusual--but I've seen it work wonders. I think--you should consider - (BEAT) - joining the church choir.
[B]: [A]--I think that is possibly the most English thing anyone has ever said.
[A]: Maybe so.
[B]: I used to love singing.
[A]: You're very good at it.
[B]: I don't know about that.
[A]: Go. (pause) It's one hour a week.","['Friends', 'Parent-Children', 'Parent-Children']",[],{'partial_agreement': 1.0},Cannot be determined,disagreement,Cannot be determined,disagreement,A>B,disagreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(13–19) Teenager']",A>B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2217,"[A]: Greenland is the least densely populated country in the world. There's only 56,000 people. Lots to do. Most of us work a few different jobs, to cover everything. For example I drive this cab. I'm also the Queen.
[B]: ...You're the Queen of Greenland?
[A]: Yeah. Oh, there goes my meter. You want to just a call it 93 kroner? Flat rate.
[B]: That's cool... your Majesty. Should I call you that? I think he was here.
[A]: Sure.
[B]: Is there anything around here that a renowned photographer might be photographing?
[A]: No.
[B]: Are you sure?
[A]: Yes.
[B]: I think he was here.
[A]: Well, possibly if he was mistaken, he might have thought the Musk Ox migration was worth photographing.
[B]: Can we see that?","['Driver-Passenger', 'Strangers', 'Acquaintances']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Neighbors', 'Friends']",{'partial_agreement': 1.0},Unintimate,disagreement,Task-oriented,partial_agreement,Cannot be determined,disagreement,['(36–59) Middle-aged adult'],[],Cannot be determined,['Female'],['Cannot be determined'],Cannot be determined
scene2218,"[A]: Where'd you get the Hot Wheels? That machine's a classic.
[B]: Got me here for a nickel's worth of gas.
[A]: You're in Matsutani's Econ with me.
[B]: I am?
[A]: That class is straining my coconut.
[B]: It's only been one day
[A]: Didn't know you scooted.
[B]: New to the sport.
[A]: (pulls out mobile phone) Give me your number. I'll introduce you to like-minded enthusiasts. (THEN) Name please? 
[B]: Larry Crowne. With an 'e'.
[A]: Larry'? I don't think so. I used to be Kathleen but one day I looked in the mirror and saw a girl named [A]. (then in her phone) Putting you in as '[B]'. Check your texts and we'll do us some scooting. (THEN) Gotta tell you, [B]. Tucking a polo shirt into khakis makes you look like a cop.
[B]: Not much fashion sense.
[A]: I know! Gotta change that...
[B]: Gotta go!
[A]: Then get going!!","['Classmates', 'Peers', 'Acquaintances/Students', 'Acquaintances', 'Strangers']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Coworkers', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Neighbors']",{'partial_agreement': 1.0},Neutral,partial_agreement,Neutral,partial_agreement,A=B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(13–19) Teenager', '(20–35) Young adult']",A=B,['Cannot be determined'],['Male'],Cannot be determined
scene2220,"[A]: (almost a whisper) Get out of my way. What do we have?
[B]: A miracle. Meth lab in the basement, the house still standing. Should be just a crater.
[A]: Do we know him?
[B]: [C] Gaidar, history of violence and drug trafficking.
[A]: He have a kid?
[B]: Neighbor said wife left with him last year. Big surprise there.
[A]: They type all this blood yet?
[B]: No, but someone left through the back door bleeding. Zone Three found a gunshot victim dead on a transit bench.","['coworkers/Professional colleagues', 'police officer-police officer', 'Friends', 'Coworkers', 'Supervisor-Subordinate']","['Arch-enemies', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Dating', 'Married', 'Engaged', 'Strangers']",{'partial_agreement': 1.0},Unintimate,complete_agreement,Task-oriented,complete_agreement,A>B,complete_agreement,[],[],Cannot be determined,[],[],Cannot be determined
scene2222,"[A]: I'll start looking for a job tomorrow.
[B]: Lately I don't like Indian people. (PAUSE) I don't like white people even more though. I fucking hate white people. I fucking hate people.
[A]: Hey, thanks for setting me up with your cousin by the way.
[B]: Third cousin. She's hot right?
[A]: Very.
[B]: Way out of your league. Dunno why you bothered.
[A]: It felt nice to go out with someone that pretty. Like for just one moment I experienced what it would be like to be the type of person someone like that would date. It felt good. Doesn't matter anyway. I will always be just who I am right now: average looking, of average intelligence with an average personality. Just a completely generic human being.
[B]: Your life is still better than mine.
[A]: By a good margin.
[B]: Lately I've been crying in my sleep
[A]: I really wish I had a better friend than you.
[B]: So, what are you going to do now?
[A]: I don't know. Guess I'll start looking for another crappy job.
[B]: Doubt you'll find one. Not much need for an out-of-work writer specializing in the Black Plague.
[A]: I'm going to go now. You're seriously depressing me. I really wish I was cool enough to have a better friend than you.
[B]: I'm the best you're gonna get, man. Call me later.","['best friends/Friends', 'Friends']","['Rivalry', 'Arch-enemies', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Acquaintances', 'Strangers']",{'partial_agreement': 1.0},Cannot be determined,disagreement,Pleasure-oriented,disagreement,A=B,complete_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,['Male'],['Cannot be determined'],Cannot be determined
scene2223,"[A]: A singularity.
[B]: A spacetime singularity. At the beginning of time. The universe born from a black hole exploding.
[A]: Keep going.
[B]: Keep going? You mean go further back, Professor? Before the universe began?
[A]: Keep going. Develop the mathematics.
[B]: I don't know how.","['Teacher-Student', 'Professional colleagues']","['Arch-enemies', 'Coworkers', 'Supervisor-Subordinate', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Friends', 'Strangers']",{'partial_agreement': 1.0},Unintimate,complete_agreement,Task-oriented,disagreement,A>B,complete_agreement,['(36–59) Middle-aged adult'],['(20–35) Young adult'],A>B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene2224,"[A]: Act I: Inventory. What do you sell? Act Two? To Market. Reach your buyers. Act Three? Three legs of accounting. Receivable. Payable. Due. Act Four? Forward planning. Plan to grow. Act Five? Final Profitability. What do you clear on bottom-line? For business, social, and self-improvement workshops, email me: [A]@dynasem.com.
[B]: Did you notice? No script. No notes. So it can be done. White, Siler and Koss, you are up next time. (THEN) You did good, [A]. Thanks.
[A]: Anything for the woman who brought out the public speaker in [A] Taylor-Briegh. (THEN) I used you as a Focal Reference but you weren't there for me. What's wrong, [B]? I broke up with the Orthodontist. Now I have to get a new boyfriend and a new orthodontist. You ever do that? Get crushes on people you see every day after ignoring them and then find out they're creeps after all?
[B]: [C]? Can you move along
[C]: That was a great presentation. I learned a lot from it.
[A]: Super.
[C]: Smart stuff. Super smart.
[A]: [D]'s here, Lucy. What's going on?
[B]: When was the last time you looked at your life and saw nothing but fraud and desperation?
[A]: [B]. You're an idol to me. Hearing you talk like that is crushing my dreams.
[B]: Well I'm joking of course!!!","['Mentor-Mentee/Supervisor-Subordinate', 'Mentor-Mentee', 'Professional colleagues', 'Friends']","['Competitive relationship', 'Rivalry', 'Arch-enemies', 'Parent-Children', 'Siblings', 'Grandparent-Grandchildren', 'Cousins', 'Aunt/Uncle-Niece/Nephew', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Married', 'Dating', 'Engaged', 'Strangers']",{'partial_agreement': 1.0},Cannot be determined,disagreement,Cannot be determined,disagreement,A<B,complete_agreement,[],[],Cannot be determined,[],['Female'],Cannot be determined
scene2225,"[A]: Oh come on, get up. How many have you got?
[B]: Morning, [A].
[A]: Afternoon, [B]. Where are they? Where are you hiding them? Your answers.
[B]: [A], I have no idea what you're talking about.
[A]: How many of Sciama's questions have you done? 
[B]: None.
[A]: You liar!
[B]: I was going do them later.
[A]: Later? You mean you haven't even started? [B], are you aware you have voluntarily embarked on a PHD in physics at one of the most prestigious colleges in England? 
[B]: Yes.
[A]: Oh, good. Thought maybe you'd slept through the induction or something.
[B]: (to [A] at the door) Bri-? 
[A]: What?
[B]: Can you whip on some Wagner?
[A]: Sod off.","['friends/Roommates', 'Partners', 'Competitive Relationship', 'Friends', 'Family']","['Rivalry', 'Arch-enemies', 'Coworkers', 'Supervisor-Subordinate', 'Grandparent-Grandchildren', 'Aunt/Uncle-Niece/Nephew', 'Lawyer-Client', 'Doctor-Patient', 'Affair', 'Acquaintances', 'Strangers']",{'partial_agreement': 1.0},Intimate,complete_agreement,Pleasure-oriented,disagreement,A=B,complete_agreement,['(20–35) Young adult'],['(20–35) Young adult'],A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
